KO	FunC_1	FunC_2	FunC_3	FunC_4
K02768	1	0	0	0
K02770	1	0	0	0
K05355	1	0	0	0
K07150	1	0	0	0
K01295	1	1	0	1
K02054	1	0	1	0
K02053	1	0	1	0
K02055	1	0	1	0
K02009	1	0	0	0
K05936	1	0	1	0
K01223	1	0	0	0
K02756	1	0	0	0
K06034	1	0	0	0
K09459	1	1	0	0
K03488	1	0	0	0
K13501	1	0	0	1
K01786	1	0	0	0
K03776	1	1	1	1
K12144	1	0	0	0
K12137	1	0	1	1
K08173	1	0	0	0
K15232	1	0	0	0
K15233	1	0	0	0
K14591	1	0	0	0
K07077	1	0	1	1
K06979	1	0	0	0
K18547	1	1	0	0
K12142	1	0	0	1
K12141	1	0	1	1
K09472	1	0	0	0
K05586	1	1	0	0
K09065	1	0	1	1
K03863	1	0	1	0
K00180	1	0	0	0
K01513	1	1	1	0
K00179	1	0	0	0
K09703	1	0	0	0
K06042	1	0	1	0
K13540	1	0	0	0
K10439	1	0	1	1
K02804	1	0	0	0
K05740	1	0	0	1
K19449	1	1	0	0
K13005	1	1	0	0
K18534	1	1	0	1
K09984	1	1	1	0
K04936	1	1	1	1
K17052	1	1	1	1
K06366	1	1	0	0
K07648	1	1	0	1
K13623	1	1	1	1
K18650	1	0	1	0
K16161	1	0	0	0
K16214	1	1	0	0
K09512	1	1	1	1
K14952	1	1	0	1
K16710	1	1	0	1
K00527	1	0	1	0
K09566	1	0	0	0
K17213	1	1	0	0
K15505	1	1	0	1
K01641	1	1	1	1
K13421	1	1	0	1
K07489	1	1	1	1
K06382	1	1	0	0
K07739	1	0	0	0
K09759	1	0	0	0
K19354	1	1	1	0
K09873	1	0	0	0
K06176	1	0	1	1
K07500	1	0	0	0
K13593	1	0	1	1
K06913	1	1	0	0
K02849	1	0	1	1
K01668	1	1	0	0
K12987	1	1	0	0
K03352	1	1	1	0
K11325	1	1	0	1
K05389	1	1	0	0
K00349	1	1	1	0
K18996	1	0	0	0
K07141	1	0	1	1
K19132	1	0	0	1
K13983	1	0	0	0
K05841	1	0	1	0
K13919	1	0	0	0
K13920	1	0	0	0
K01699	1	0	0	0
K06087	1	0	0	0
K14457	1	1	1	1
K05342	1	0	0	0
K00347	1	1	1	0
K06030	1	0	0	1
K01137	1	0	0	0
K09575	1	0	0	0
K08996	1	0	0	0
K15652	1	0	0	1
K11154	1	0	0	1
K11493	1	1	1	1
K16047	1	0	1	0
K08348	1	0	0	0
K18651	1	1	0	0
K16554	1	0	1	0
K03395	1	1	0	1
K15357	1	1	0	0
K10251	1	0	0	0
K18313	1	0	0	0
K15260	1	1	0	0
K11935	1	0	0	1
K03827	1	1	1	0
K01617	1	0	1	0
K16249	1	0	0	0
K16245	1	0	0	0
K16242	1	0	0	0
K16244	1	0	0	0
K16243	1	0	0	0
K01485	1	1	0	0
K15618	1	0	0	0
K13642	1	1	1	1
K16951	1	0	0	0
K13381	1	0	0	0
K09958	1	0	1	1
K15972	1	0	0	0
K17735	1	0	0	0
K00479	1	0	1	0
K13356	1	0	1	1
K18092	1	0	0	0
K18144	1	0	0	1
K18028	1	0	0	0
K15735	1	0	0	0
K14083	1	0	0	0
K07079	1	1	0	1
K16873	1	0	0	0
K10118	1	0	0	0
K02001	1	0	0	0
K02002	1	0	0	0
K08175	1	1	0	0
K03090	1	1	1	0
K13028	1	0	0	0
K00752	1	0	0	0
K14330	1	0	1	0
K09037	1	0	0	0
K00474	1	0	0	0
K01298	1	0	0	0
K18366	1	0	1	0
K07311	1	0	0	0
K00304	1	0	0	0
K00302	1	0	1	1
K00315	1	0	0	0
K00288	1	1	0	1
K06990	1	0	1	1
K09141	1	0	1	1
K00221	1	1	0	0
K10544	1	0	0	1
K10543	1	0	0	1
K11956	1	0	0	0
K00511	1	0	1	1
K10136	1	0	0	0
K07255	1	0	1	0
K14167	1	0	0	1
K00822	1	0	1	0
K07711	1	0	1	1
K00984	1	0	0	1
K19051	1	1	0	0
K18334	1	0	0	0
K06501	1	0	0	0
K13280	1	0	0	0
K18260	1	0	0	0
K01266	1	1	0	1
K14633	1	0	0	0
K13277	1	0	0	0
K01003	1	0	0	1
K06101	1	1	0	1
K02444	1	0	1	0
K09957	1	0	0	0
K15598	1	0	0	1
K13732	1	0	0	0
K00808	1	0	0	1
K07599	1	0	0	0
K12429	1	0	0	0
K03844	1	0	0	0
K07212	1	0	1	1
K00661	1	0	1	1
K05715	1	0	0	0
K07772	1	0	0	0
K06212	1	1	1	1
K13245	1	0	1	1
K08233	1	1	0	0
K11472	1	0	1	0
K09457	1	0	1	1
K03922	1	0	0	0
K02000	1	0	0	0
K06898	1	0	0	1
K10216	1	1	1	0
K00317	1	0	0	0
K00837	1	0	0	0
K11788	1	0	0	1
K07279	1	0	0	0
K06904	1	1	0	1
K13647	1	0	0	0
K01350	1	0	0	0
K17913	1	0	0	0
K00142	1	0	0	0
K06864	1	0	0	1
K01050	1	0	0	0
K18537	1	0	0	0
K09155	1	1	1	1
K02533	1	0	1	1
K03408	1	0	1	1
K03407	1	0	1	1
K03412	1	0	1	1
K07716	1	0	1	1
K00150	1	0	0	1
K11210	1	0	0	1
K03406	1	1	1	1
K17877	1	0	1	1
K02417	1	0	1	1
K00510	1	0	0	1
K16258	1	1	0	1
K15046	1	1	0	1
K13815	1	0	1	1
K12140	1	0	1	1
K04040	1	0	0	1
K00149	1	0	0	1
K01190	1	1	1	1
K12944	1	0	0	1
K03385	1	1	0	1
K02336	1	0	0	1
K19075	1	1	0	1
K19090	1	1	0	1
K16238	1	1	0	1
K03762	1	1	1	1
K07710	1	0	1	1
K16149	1	1	1	1
K01581	1	0	1	1
K03000	1	1	1	1
K18331	1	1	1	1
K11816	1	0	0	1
K18637	1	0	1	1
K16209	1	0	0	0
K08194	1	0	1	1
K19067	1	0	0	0
K00983	1	1	1	1
K11712	1	0	1	0
K09707	1	0	0	0
K02107	1	0	0	0
K01187	1	0	1	0
K15411	1	0	0	0
K01781	1	0	0	0
K19244	1	0	0	0
K18566	1	0	0	0
K01635	1	0	0	0
K00917	1	0	0	0
K10702	1	0	0	0
K00218	1	0	0	0
K08760	1	1	1	1
K01218	1	1	0	0
K04720	1	0	0	1
K00980	1	0	0	0
K06518	1	0	1	0
K03805	1	0	1	0
K05772	1	0	1	1
K07219	1	0	1	1
K03738	1	0	1	1
K12507	1	0	1	1
K09943	1	0	1	0
K06281	1	0	1	1
K16841	1	0	1	0
K09969	1	0	1	0
K09970	1	0	1	0
K12138	1	0	1	1
K13012	1	0	1	0
K07536	1	0	1	0
K02431	1	0	1	0
K08354	1	0	1	1
K11960	1	0	1	0
K11961	1	0	1	0
K11962	1	0	1	0
K11963	1	0	1	0
K03190	1	0	1	1
K07086	1	0	1	1
K06202	1	0	1	1
K17316	1	0	1	0
K17315	1	0	1	0
K17317	1	0	1	0
K13009	1	0	1	0
K13069	1	0	1	1
K05359	1	1	0	0
K15894	1	1	1	1
K19220	1	1	0	0
K15896	1	1	0	0
K00545	1	1	0	0
K00595	1	1	1	0
K04883	1	1	0	0
K00128	1	1	1	0
K10906	1	1	1	0
K00493	1	1	1	1
K08131	1	1	1	0
K02191	1	1	0	1
K10046	1	1	0	0
K14664	1	1	0	0
K18234	1	1	1	0
K01942	1	1	0	0
K19422	1	1	0	0
K16840	1	1	0	0
K03808	1	1	1	0
K15531	1	1	1	0
K15899	1	1	1	1
K19418	1	1	0	0
K07721	1	1	0	0
K10231	1	1	0	1
K00524	1	1	0	0
K11540	1	0	1	1
K13063	1	0	0	0
K06876	1	1	1	0
K11244	1	1	0	0
K06443	1	1	0	0
K07437	1	0	1	1
K05898	1	0	1	0
K16049	1	0	1	0
K16051	1	0	1	0
K06078	1	0	1	1
K16183	1	0	1	0
K02471	1	0	1	0
K13065	1	0	1	0
K03941	1	0	1	1
K08246	1	0	1	1
K01457	1	0	1	0
K13007	1	0	1	1
K06981	1	0	0	0
K02086	1	0	0	1
K15036	1	1	0	1
K10268	1	0	0	1
K07745	1	0	0	1
K00366	1	0	0	1
K00613	1	0	0	1
K08970	1	0	0	1
K03301	1	0	1	1
K01341	1	0	0	1
K03856	1	0	1	1
K07495	1	0	1	1
K16455	1	0	0	1
K07464	1	0	1	1
K13343	1	0	1	1
K18649	1	0	0	0
K13925	1	1	0	0
K18925	1	1	0	0
K08589	1	1	0	0
K08320	1	1	0	1
K11238	1	1	0	1
K16353	1	1	0	0
K09488	1	1	0	1
K00998	1	0	1	0
K07241	1	0	1	1
K01674	1	0	1	1
K11725	1	0	1	0
K15578	1	0	1	1
K15577	1	0	1	0
K00805	1	0	1	0
K03577	1	0	1	0
K11264	1	0	1	0
K19059	1	0	0	0
K02230	1	0	1	0
K05074	1	0	0	0
K09652	1	0	0	0
K19569	1	0	0	0
K18880	1	0	0	0
K07441	1	0	0	1
K04512	1	0	0	0
K14470	1	0	0	0
K05803	1	0	0	0
K12942	1	0	0	0
K13589	1	0	0	1
K07722	1	0	0	1
K02514	1	0	0	0
K07307	1	0	1	0
K15829	1	0	0	0
K19583	1	0	0	0
K00469	1	0	0	0
K06562	1	0	0	0
K08262	1	0	0	0
K16778	1	0	0	0
K18662	1	0	0	0
K14627	1	0	0	0
K00899	1	0	0	0
K10036	1	0	1	0
K07964	1	0	0	0
K16565	1	0	0	0
K18078	1	0	0	0
K07291	1	1	1	0
K04743	1	0	0	0
K08986	1	0	0	0
K06989	1	0	0	0
K10911	1	0	0	0
K11514	1	0	0	0
K10822	1	0	0	0
K16593	1	0	0	0
K14534	1	0	0	0
K18472	1	0	0	0
K05306	1	0	0	1
K03430	1	0	0	1
K05278	1	0	0	0
K07432	1	0	0	0
K03428	1	0	0	0
K13706	1	0	0	0
K18243	1	0	0	1
K19057	1	0	0	0
K08368	1	0	0	0
K07013	1	0	1	1
K11076	1	0	1	0
K03404	1	0	0	0
K08253	1	0	1	0
K16880	1	0	0	0
K10709	1	0	0	0
K01739	1	0	1	0
K18134	1	1	1	0
K15739	1	0	0	0
K11173	1	0	0	0
K17476	1	0	0	0
K02399	1	0	1	1
K16435	1	0	0	0
K07271	1	0	0	0
K17992	1	0	0	0
K10678	1	0	0	0
K02121	1	0	0	0
K00283	1	0	1	1
K00282	1	0	1	1
K05497	1	0	0	0
K10427	1	0	0	0
K11601	1	0	0	0
K18716	1	0	0	0
K18289	1	0	0	0
K00232	1	1	0	0
K00305	1	0	0	0
K11638	1	0	0	0
K04333	1	0	0	0
K11386	1	0	0	0
K19285	1	0	0	0
K06144	1	0	0	0
K16227	1	0	0	0
K02846	1	0	0	0
K12508	1	0	1	0
K07544	1	0	1	0
K08746	1	0	0	0
K04033	1	0	1	0
K13060	1	0	1	0
K02363	1	0	0	0
K16233	1	0	0	0
K07687	1	0	0	0
K06912	1	0	0	0
K18775	1	0	0	0
K02798	1	0	0	0
K00466	1	0	0	0
K11385	1	0	0	0
K13967	1	0	0	0
K16370	1	1	0	0
K01212	1	0	0	0
K02532	1	0	0	0
K11176	1	0	0	0
K10619	1	0	1	0
K00279	1	1	0	0
K13535	1	0	0	0
K11060	1	0	0	1
K04068	1	0	0	1
K12538	1	0	1	0
K06599	1	0	0	0
K09487	1	0	0	0
K16911	1	0	0	0
K18957	1	0	0	0
K01252	1	0	0	0
K16664	1	0	0	0
K07450	1	0	1	0
K15462	1	0	0	1
K11603	1	0	0	0
K06324	1	0	1	1
K07546	1	0	0	0
K00365	1	0	0	0
K01565	1	0	0	1
K07048	1	0	0	0
K00467	1	0	0	0
K11921	1	0	1	1
K16944	1	0	1	0
K14056	1	1	0	1
K14755	1	1	0	1
K17462	1	1	0	1
K15918	1	1	0	1
K06968	1	0	1	1
K09972	1	0	1	0
K19118	1	0	1	1
K19117	1	1	1	1
K19119	1	0	1	1
K08070	1	0	1	1
K01118	1	0	1	0
K09971	1	0	1	0
K15897	1	1	1	1
K03788	1	1	0	0
K01580	1	1	0	0
K05288	1	1	0	0
K09018	1	0	0	0
K03434	1	1	0	0
K04477	1	0	0	0
K10047	1	0	0	0
K17900	1	0	1	0
K09688	1	0	1	0
K16371	1	0	0	0
K16294	1	0	0	0
K02623	1	0	1	0
K07694	1	0	0	0
K16329	1	0	0	1
K12599	1	0	0	0
K09647	1	0	0	0
K07792	1	0	0	0
K13199	1	0	0	0
K04897	1	0	0	0
K03456	1	0	0	0
K03201	1	0	1	0
K08330	1	0	0	0
K05154	1	0	0	0
K10658	1	0	1	0
K12464	1	0	0	1
K07785	1	0	0	0
K03030	1	1	0	0
K09565	1	0	0	0
K03220	1	0	1	0
K01083	1	0	1	0
K02380	1	0	1	0
K04103	1	0	1	1
K11900	1	0	1	1
K00701	1	0	1	0
K05875	1	0	1	1
K01080	1	1	1	0
K10011	1	0	1	1
K07651	1	0	1	1
K19134	1	0	0	1
K06530	1	0	0	1
K02293	1	0	1	1
K18715	1	0	0	1
K16262	1	0	0	1
K03933	1	0	0	1
K04019	1	0	0	1
K03660	1	0	0	1
K01705	1	0	0	1
K02097	1	0	0	1
K04094	1	0	0	1
K00756	1	0	0	1
K16045	1	0	1	0
K01071	1	0	1	1
K12963	1	0	1	1
K11163	1	0	1	0
K08099	1	1	0	0
K01196	1	1	0	1
K17108	1	1	0	0
K01684	1	1	0	0
K11357	1	0	0	1
K00143	1	0	0	1
K18569	1	0	1	0
K11005	1	0	1	0
K13611	1	0	1	0
K07589	1	0	1	0
K08105	1	0	0	1
K15538	1	0	0	1
K08990	1	0	0	1
K01060	1	0	0	1
K15378	1	0	0	1
K19180	1	0	0	1
K19373	1	0	0	0
K08743	1	0	0	0
K00596	1	0	0	0
K01280	1	0	0	0
K14977	1	0	1	0
K16506	1	0	0	0
K06823	1	0	0	0
K05294	1	0	0	0
K02475	1	0	0	0
K05895	1	0	0	0
K00273	1	0	0	0
K08137	1	0	0	0
K13619	1	0	0	0
K16556	1	0	0	0
K02781	1	0	0	0
K15333	1	0	0	0
K00968	1	0	0	0
K00967	1	0	1	0
K16675	1	0	0	0
K12289	1	0	0	0
K09714	1	0	0	0
K00005	1	0	0	0
K05529	1	0	0	0
K09641	1	0	0	0
K16136	1	0	0	0
K17261	1	0	0	0
K00737	1	0	0	0
K00710	1	0	0	0
K13915	1	0	0	0
K18184	1	0	0	0
K04940	1	0	0	0
K06766	1	0	0	0
K14596	1	0	0	0
K07108	1	0	0	0
K03759	1	0	0	0
K08139	1	0	0	0
K11738	1	0	0	0
K00515	1	0	0	0
K08302	1	0	0	0
K06066	1	0	0	0
K16755	1	0	0	0
K13831	1	0	0	0
K00669	1	0	0	0
K08907	1	0	0	0
K18352	1	0	0	0
K18351	1	0	0	0
K00952	1	0	0	0
K12372	1	0	1	0
K12344	1	0	0	0
K08220	1	0	0	0
K18888	1	0	0	0
K05346	1	0	0	0
K18382	1	0	0	0
K02159	1	0	0	0
K00071	1	0	0	0
K14629	1	0	0	0
K11538	1	0	1	0
K10141	1	0	1	0
K19577	1	1	1	0
K11743	1	1	1	0
K01014	1	1	0	0
K16924	1	1	0	0
K16059	1	0	0	0
K14119	1	0	0	0
K18043	1	0	0	0
K12670	1	0	0	1
K07783	1	0	0	1
K01909	1	0	0	1
K07701	1	0	0	1
K11332	1	0	0	1
K18562	1	1	0	0
K10062	1	1	0	0
K01746	1	1	0	0
K19334	1	1	0	0
K14127	1	0	1	0
K18704	1	0	0	0
K03680	1	0	0	0
K00484	1	0	0	0
K02376	1	0	0	0
K08133	1	0	0	0
K12029	1	0	0	0
K06145	1	0	0	0
K11602	1	0	0	0
K06862	1	0	0	0
K00271	1	0	0	0
K19420	1	0	0	0
K01020	1	0	0	0
K00360	1	0	0	0
K07272	1	0	0	0
K16866	1	0	0	0
K09907	1	0	0	0
K06166	1	0	0	0
K06164	1	0	0	0
K09357	1	0	0	0
K09477	1	0	0	0
K14763	1	0	0	0
K14588	1	0	0	0
K09146	1	0	0	0
K04789	1	0	0	1
K12441	1	0	0	0
K04791	1	0	0	0
K14333	1	0	0	0
K10010	1	0	0	0
K18956	1	0	0	0
K02802	1	0	0	0
K04788	1	0	0	0
K04790	1	0	0	0
K12444	1	0	0	0
K00276	1	0	0	1
K12242	1	0	0	0
K02852	1	0	0	0
K16023	1	0	0	0
K04792	1	0	0	0
K17840	1	0	0	0
K05368	1	0	0	0
K05881	1	0	0	0
K08197	1	0	0	0
K04787	1	0	0	0
K14699	1	0	0	0
K10937	1	0	0	0
K15827	1	0	0	0
K06706	1	0	0	0
K05601	1	0	0	0
K15855	1	0	0	0
K04793	1	0	0	0
K19236	1	0	0	0
K10562	1	0	0	0
K02101	1	0	0	1
K10188	1	0	0	0
K18983	1	0	0	0
K06416	1	0	0	0
K12950	1	0	1	0
K08226	1	0	0	0
K15719	1	0	0	0
K01818	1	0	0	0
K18206	1	0	0	0
K14274	1	0	0	0
K19273	1	0	0	0
K18981	1	0	0	0
K17468	1	0	0	0
K17202	1	0	0	0
K10200	1	0	0	0
K10201	1	0	0	0
K19113	1	0	0	0
K11390	1	0	0	0
K14291	1	0	0	0
K17319	1	0	0	0
K02352	1	0	0	0
K09702	1	0	0	0
K05829	1	0	0	0
K05828	1	0	0	0
K10794	1	0	0	0
K01655	1	0	0	0
K03228	1	0	0	0
K02626	1	0	0	1
K10549	1	0	0	0
K00009	1	0	0	0
K17320	1	0	0	0
K05622	1	0	0	0
K14259	1	0	0	0
K05878	1	0	0	0
K05826	1	0	0	0
K01820	1	0	0	0
K12661	1	0	0	0
K06859	1	0	0	0
K13254	1	0	0	0
K00096	1	0	0	0
K16202	1	0	0	0
K12253	1	0	0	0
K00816	1	0	0	0
K09163	1	0	0	1
K16849	1	0	0	0
K00862	1	0	0	0
K13076	1	0	0	0
K17804	1	0	0	0
K10270	1	0	0	0
K10912	1	0	0	0
K05588	1	0	0	0
K07427	1	0	0	0
K00918	1	0	0	0
K09640	1	0	0	0
K11674	1	0	0	0
K18910	1	0	0	0
K01706	1	0	0	0
K11214	1	0	0	0
K04070	1	0	0	0
K00972	1	0	0	0
K08670	1	0	0	0
K13863	1	0	0	0
K07611	1	0	0	0
K08360	1	0	0	0
K07087	1	0	0	0
K00177	1	0	0	0
K15771	1	0	0	0
K12528	1	0	0	0
K15910	1	0	0	0
K12307	1	0	0	0
K14791	1	0	0	0
K03715	1	0	0	0
K14297	1	0	0	0
K01214	1	0	0	0
K13281	1	0	0	0
K18123	1	0	0	0
K12805	1	0	0	0
K00112	1	0	0	0
K17206	1	0	0	0
K04024	1	0	0	0
K00559	1	0	0	0
K18214	1	0	0	0
K04072	1	0	0	0
K02201	1	0	0	0
K00522	1	0	0	0
K11777	1	0	0	0
K12733	1	0	0	0
K17305	1	0	0	0
K01629	1	0	0	0
K00848	1	0	0	0
K09128	1	0	0	0
K02783	1	0	0	0
K13661	1	0	0	0
K05830	1	0	0	0
K18291	1	0	0	0
K04222	1	0	0	0
K17062	1	0	0	0
K00690	1	0	0	0
K17240	1	0	0	0
K06322	1	0	0	0
K09123	1	0	0	0
K01058	0	1	1	0
K11747	0	1	1	0
K10277	0	1	1	1
K07277	0	1	1	1
K03760	0	1	1	0
K04772	0	1	1	1
K06143	0	1	1	1
K01466	0	1	1	1
K03749	0	1	1	1
K01627	0	1	1	1
K07019	0	1	1	1
K02621	0	1	1	1
K19058	0	1	1	1
K00783	0	1	1	1
K08301	0	1	1	1
K02474	0	1	1	1
K09483	0	1	1	0
K13448	0	1	1	1
K00647	0	1	1	1
K07394	0	1	1	1
K06214	0	1	1	1
K00906	0	1	1	0
K07126	0	1	1	1
K09974	0	1	1	1
K06077	0	1	1	1
K09922	0	1	1	1
K09941	0	1	1	1
K16087	0	1	1	1
K05986	0	1	1	0
K07798	0	1	1	1
K09158	0	1	1	1
K08682	0	1	1	0
K00030	0	1	1	1
K03676	0	1	1	1
K09794	0	1	1	1
K02622	0	1	1	1
K16091	0	1	1	1
K03832	0	1	1	1
K15725	0	1	1	1
K15502	0	1	1	1
K04744	0	1	1	1
K15661	0	1	1	0
K02656	0	1	1	1
K14152	0	1	1	1
K01089	0	1	1	0
K09973	0	1	1	1
K12340	0	1	1	1
K02527	0	1	1	1
K15765	0	1	1	0
K10080	0	1	1	0
K05793	0	1	1	0
K12267	0	1	1	1
K10026	0	1	1	1
K07689	0	1	1	1
K02160	0	1	1	1
K00083	0	1	1	0
K05591	0	1	1	1
K01633	0	1	1	1
K00748	0	1	1	1
K00263	0	1	1	1
K16079	0	1	1	1
K09164	0	1	1	0
K07170	0	1	1	0
K05286	0	1	1	1
K03092	0	1	1	1
K00167	0	1	1	1
K06835	0	1	1	0
K03775	0	1	1	1
K16474	0	1	1	1
K08218	0	1	1	1
K09001	0	1	1	1
K19304	0	1	1	1
K16171	0	1	1	1
K18306	0	1	1	1
K14981	0	1	1	1
K07221	0	1	1	1
K06175	0	1	1	0
K16092	0	1	1	1
K13634	0	1	1	0
K00685	0	1	1	1
K02481	0	1	1	1
K10715	0	1	1	1
K01254	0	1	1	1
K02546	0	1	1	0
K02172	0	1	1	1
K09650	0	1	1	1
K05807	0	1	1	1
K06195	0	1	1	1
K03771	0	1	1	1
K04651	0	1	1	1
K03561	0	1	1	1
K03559	0	1	1	1
K08783	0	1	1	1
K03640	0	1	1	1
K07289	0	1	1	1
K03814	0	1	1	1
K04760	0	1	1	1
K01760	0	1	1	0
K08082	0	1	1	1
K13599	0	1	1	1
K03274	0	1	1	1
K06985	0	1	1	1
K09797	0	1	1	0
K11294	0	1	1	1
K01694	0	1	1	1
K03558	0	1	1	1
K13598	0	1	1	1
K00979	0	1	1	1
K00184	0	1	1	1
K06041	0	1	1	1
K01735	0	1	1	1
K03533	0	1	1	1
K09926	0	1	1	1
K09950	0	1	1	0
K12454	0	1	1	1
K03940	0	1	1	1
K08720	0	1	1	1
K03656	0	1	1	1
K06142	0	1	1	1
K01095	0	1	1	1
K03307	0	1	1	1
K06127	0	1	1	1
K06186	0	1	1	1
K06182	0	1	1	1
K15437	0	1	1	1
K13895	0	1	1	1
K13894	0	1	1	1
K04082	0	1	1	1
K12976	0	1	1	1
K02843	0	1	1	1
K17222	0	1	1	1
K09989	0	1	1	1
K09954	0	1	1	1
K09004	0	1	1	0
K03620	0	1	1	0
K17838	0	1	1	1
K03474	0	1	1	1
K11720	0	1	1	1
K03555	0	1	1	1
K09888	0	1	1	1
K06132	0	1	1	1
K09882	0	1	1	1
K15223	0	1	1	0
K16267	0	1	1	1
K06137	0	1	1	1
K07117	0	1	1	1
K11249	0	1	1	0
K06076	0	1	1	1
K00405	0	1	1	1
K00407	0	1	1	1
K01737	0	1	1	1
K13797	0	1	1	1
K01584	0	1	1	0
K03495	0	1	1	1
K03585	0	1	1	1
K06861	0	1	1	1
K12541	0	1	1	1
K06917	0	1	1	1
K08900	0	1	1	1
K08303	0	1	1	1
K07645	0	1	1	0
K18309	0	1	1	1
K13893	0	1	1	1
K13800	0	1	0	1
K07405	0	1	0	0
K18764	0	1	0	1
K01002	0	1	1	1
K16584	0	1	0	1
K09313	0	1	0	1
K10680	0	1	1	1
K07424	0	1	1	1
K15922	0	1	1	1
K00243	0	1	1	1
K17290	0	1	1	1
K06587	0	1	0	1
K06560	0	1	0	1
K18567	0	1	0	1
K13059	0	1	0	1
K10943	0	1	1	1
K11383	0	1	0	1
K11127	0	1	0	1
K19576	0	1	1	1
K07714	0	1	1	1
K02839	0	1	0	1
K10082	0	1	0	1
K13730	0	1	0	1
K15726	0	1	1	1
K17199	0	1	0	1
K13789	0	1	0	1
K03825	0	1	0	1
K07061	0	1	1	1
K13342	0	1	0	1
K02558	0	1	1	1
K01811	0	1	0	1
K09649	0	1	0	1
K01363	0	1	0	1
K13655	0	1	1	1
K07709	0	1	1	1
K13688	0	1	1	1
K06584	0	1	1	1
K10068	0	1	0	1
K17723	0	1	0	1
K03353	0	1	1	1
K11178	0	1	0	1
K18200	0	1	0	1
K16027	0	1	0	1
K15067	0	1	1	1
K07283	0	1	1	1
K00504	0	1	1	1
K15176	0	1	1	1
K01991	0	1	1	1
K01342	0	1	0	1
K07752	0	1	1	1
K15862	0	1	0	1
K01183	0	1	0	1
K16531	0	1	1	1
K07787	0	1	1	1
K00941	0	1	1	1
K18586	0	1	0	1
K13380	0	1	1	1
K02395	0	1	1	1
K15460	0	1	0	1
K06674	0	1	0	1
K17051	0	1	1	1
K05194	0	1	0	1
K01769	0	1	1	1
K03130	0	1	0	1
K08985	0	1	1	1
K19141	0	1	1	1
K19142	0	1	1	1
K19166	0	1	1	1
K08314	0	1	0	1
K03317	0	1	1	1
K02536	0	1	1	1
K16363	0	1	1	1
K08715	0	1	0	1
K16089	0	1	1	1
K08106	0	1	0	1
K15529	0	1	1	1
K07074	0	1	1	1
K14487	0	1	1	1
K13602	0	1	0	1
K10352	0	1	1	1
K03804	0	1	0	1
K11431	0	1	0	1
K06484	0	1	1	1
K09822	0	1	1	1
K08693	0	1	1	1
K02389	0	1	1	1
K02257	0	1	0	1
K15045	0	1	1	1
K04561	0	1	1	1
K02305	0	1	1	1
K04046	0	1	1	1
K16818	0	1	0	1
K06880	0	1	0	1
K12652	0	1	0	0
K06203	0	1	1	1
K15660	0	1	0	0
K06934	0	1	0	0
K03270	0	1	1	1
K11719	0	1	1	1
K14555	0	1	0	0
K01150	0	1	1	1
K09726	0	1	0	0
K06409	0	1	0	0
K11102	0	1	1	1
K08692	0	1	1	0
K15789	0	1	0	0
K01417	0	1	0	1
K06885	0	1	0	1
K10060	0	1	0	0
K00483	0	1	0	0
K08988	0	1	1	1
K14717	0	1	0	0
K00280	0	1	0	0
K01372	0	1	0	0
K14661	0	1	1	0
K08906	0	1	1	1
K06772	0	1	0	0
K09846	0	1	0	0
K14388	0	1	0	1
K18139	0	1	1	1
K13990	0	1	0	1
K09776	0	1	0	0
K07270	0	1	1	0
K07252	0	1	0	0
K13002	0	1	0	1
K06499	0	1	0	0
K08994	0	1	1	0
K15859	0	1	1	0
K15849	0	1	1	1
K09924	0	1	1	1
K07094	0	1	0	0
K15518	0	1	1	0
K13704	0	1	1	0
K19033	0	1	1	0
K15895	0	1	0	0
K06169	0	1	1	1
K04714	0	1	0	1
K17945	0	1	0	0
K01562	0	1	0	0
K14287	0	1	1	0
K00718	0	1	0	0
K15410	0	1	0	0
K08675	0	1	0	1
K18875	0	1	0	0
K04022	0	1	0	0
K02987	0	1	0	0
K18030	0	1	1	1
K19200	0	1	0	1
K12547	0	1	0	0
K10085	0	1	0	0
K18709	0	1	0	0
K00912	0	1	1	1
K01261	0	1	0	0
K15353	0	1	0	0
K10808	0	1	0	0
K18138	0	1	1	1
K01185	0	1	1	1
K00354	0	1	0	0
K09479	0	1	0	0
K12602	0	1	0	1
K01175	0	1	0	0
K10641	0	1	1	1
K06600	0	1	0	1
K10800	0	1	1	1
K08235	0	1	0	0
K07225	0	1	0	0
K12998	0	1	0	0
K07501	0	1	1	1
K07504	0	1	1	1
K05873	0	1	0	1
K08222	0	1	0	0
K01210	0	1	1	0
K08714	0	1	0	1
K12554	0	1	0	0
K01366	0	1	0	1
K03803	0	1	1	0
K05694	0	1	0	0
K06252	0	1	0	0
K11430	0	1	0	1
K01610	0	1	1	0
K00131	0	1	1	1
K03186	0	1	1	1
K10373	0	1	0	0
K15451	0	1	1	1
K13507	0	1	0	0
K06953	0	1	0	1
K18997	0	1	1	1
K06099	0	1	0	0
K07809	0	1	0	0
K01136	0	1	1	1
K18337	0	1	0	0
K07278	0	1	1	1
K10775	0	1	0	0
K19547	0	1	0	0
K15186	0	1	0	0
K08609	0	1	0	0
K11783	0	1	0	1
K11785	0	1	0	1
K07647	0	1	1	1
K11748	0	1	0	0
K03163	0	1	0	0
K06548	0	1	0	0
K11708	0	1	0	1
K11710	0	1	0	1
K11707	0	1	0	0
K00114	0	1	1	1
K07017	0	1	1	1
K07026	0	1	0	1
